Fingerprint ID,Data Partner,Data Source Acronym,Country,Person Count,Why,Care Level,EHR,Claim,Lab,Case Report Form,Survey,NLP,Death Certificate,Unknown
11ead344c802dbf6a3fba23deae6d728,SWIBREG,SWIBREG,SE,60000,Disease,Mixed,1,0,1,0,1,0,0,0
15f465439706f04a557e9eccd65fdedb,Pirkanmaa Hospital District,TaUH,FI,893817,Encounter,Secondary,1,0,1,0,0,0,0,0
4803e12a1e0742d18f049d01b5b967e4,CEGEDIM HEALTH DATA,THIN FRANCE,FR,37887715,Encounter,Primary,1,0,1,0,1,0,0,0
59a9356ebc3ae6da2e6c555b11bec27a,CEGEDIM HEALTH DATA,THIN Romania,RO,1048994,Encounter,Primary,1,0,0,0,1,0,0,0
70f8ccac2e52fa90c9576c0a3994d864,CEGEDIM HEALTH DATA,THIN UK,GB,17162200,Encounter,Primary,1,0,1,0,1,0,0,0
e7cedd927a709084505d34a2cb92b3d6,Finnish Institute of Health and Welfare,THL-AVOHILMO,FI,7294000,Encounter,Primary,1,0,0,0,0,0,0,0
d1e4eec3285ea87c7dd7781ef1f61609,Finnish Institute for Health and Welfare (THL),THL-HILMO,FI,7102953,Encounter,Mixed,1,0,0,0,0,0,0,0
5206a4a6e67776609bb161ebb86e9a41,Trinity St James's Cancer Institute,TSJCI BRE,IE,1020,Disease,Mixed,0,0,0,1,0,0,0,0
e0223504a0e1a3262efa788f512bfd96,Trinity St James's Cancer Institute,TSJCI COL,IE,624,Disease,Mixed,0,0,0,1,0,0,0,0
1a50474eade9ac224787a97b2e0f3e96,Trinity St James's Cancer Institute,TSJCI GYN,IE,922,Disease,Mixed,0,0,0,1,0,0,0,0
f5e7ff827a243bb97a768a6860c3b20c,Trinity St James's Cancer Institute,TSJCI HAN,IE,1363,Disease,Mixed,0,0,0,1,0,0,0,0
5870e54c00d3b8b297edb742ae14f2fb,Trinity St James's Cancer Institute,TSJCI LNG,IE,1920,Disease,Mixed,0,0,0,1,0,0,0,0
7ba21de0ec8a0cb94818a33aa4667a60,Trinity St James's Cancer Institute,TSJCI SKN,IE,663,Disease,Mixed,0,0,0,1,0,0,0,0
4cb98b1cc8b23e10370d1acb633e2022,Trinity St James's Cancer Institute,TSJCI UGI,IE,1785,Disease,Mixed,0,0,0,1,0,0,0,0
7c4c7374acee8a54a2819a73926f8992,Trinity St James's Cancer Institute,TSJCI URO,IE,2047,Disease,Mixed,0,0,0,1,0,0,0,0
00eb648722a8faf66bb61106e4e07308,Clinical centre of Nis,UCCNis,RS,3400,Encounter,Secondary,1,0,1,0,0,0,0,0
c625c8b1077eae703c0ea769636a72ab,Clinical Center of Serbia,UCCS,RS,860000,Encounter,Secondary,1,0,1,1,0,0,0,0
9ef2798c0d59a7ed8bc3bdc131ff65c5,University College London Hospitals,UCLH,GB,188970,Encounter,Secondary,1,0,0,0,0,0,0,0
cb77f7cbd63289ed371b7a5384bdff33,University College London (UCL) (UK Biobank) ,UK Biobank,GB,502504,Population,Mixed,1,0,1,1,1,0,1,0
726a40712732a1066dd2f6d7cb1f8312,University Medicine Dresden,UKDresden,DE,624697,Encounter,Secondary,1,1,0,0,0,0,0,0
07828dc191509e484efcd12bf9c084ce,National Cancer Institute,ULR,UA,1112,Disease,Mixed,0,0,0,1,0,0,0,0
8ff46e13eafbe9b4b9bcded42ae6537b,ULS AC Cardiovascular,ULS AC Cardiovascular,PT,2180,Encounter,Secondary,1,0,0,0,0,0,0,0
41c94e2217390a4f927cabe6fea1fbb9,ULSM,ULSM COVID,PT,9750,Disease,Secondary,1,0,0,0,0,0,0,0
a4a8cf73b2ec26f6affaba48093f32e7,Unidade Local de Saúde de Matosinhos,ULSM RT-DB,PT,679804,Encounter,Secondary,1,0,0,0,0,0,0,0
aca4dad4d60cb0af3eeee523f0524b8b,University of Pécs,UP-HCDB,HU,1012198,Encounter,Secondary,1,1,0,0,1,0,1,0
e85058b9aedb3254a75fbd7e7adf0181,Semmelweis University,USN_EMR,HU,2075672,Encounter,Secondary,1,0,0,0,0,0,0,0
7fc3466e566dc1880b162a2b6d17d6d7,University Hospital Antwerp,UZA_NLP_ONCO,BE,4562,Disease,Secondary,0,0,0,0,0,1,0,0
36ccb1b51a3ef6f684e3de9c257eb9ca,Universitaire Ziekenhuizen KU Leuven,UZLDB,BE,582709,Disease,Secondary,1,1,0,1,0,0,0,0
b635255a24c714bae85473de9fc935b7,Vall d'Hebrón Hospital Campus,VH,ES,1799398,Encounter,Secondary,1,0,1,0,0,0,0,0
78c96e00c1d4459aedaea428135039e7,FISABIO-HSRU,VID-CONSIGN,ES,1964588,Population,Mixed,1,0,1,1,0,0,0,0
e7ac9766e5578b557055eb922d0b9dff,VieCuri Medisch Centrum,Viecuri,NL,4918,Encounter,Secondary,1,0,0,0,0,1,0,0
fe3559d1369f903377c2041681350f72,Ziekenhuis Oost-Limburg,ZOL-EPDexport-DB,BE,12209,Encounter,Secondary,1,0,1,1,0,0,0,0
